timestamp,ghi,dni,dhi,temp_air
2024-01-04 09:00:00,0.0,0.0,0.0,7.2
2024-01-04 10:00:00,1.0,0.0,1.0,7.0
2024-01-04 11:00:00,16.0,21.6,14.0,7.4
2024-01-04 12:00:00,42.0,58.5,31.0,7.7
2024-01-04 13:00:00,86.0,76.0,67.0,8.0
2024-01-04 14:00:00,56.0,25.5,49.0,8.0
2024-01-04 15:00:00,18.0,0.0,18.0,7.4
2024-01-04 16:00:00,37.0,9.7,35.0,7.7
2024-01-04 17:00:00,56.0,217.3,30.0,7.6
2024-01-04 18:00:00,7.0,19.1,6.0,6.6
2024-01-04 19:00:00,0.0,0.0,0.0,5.6
2024-01-04 20:00:00,0.0,0.0,0.0,5.1
2024-01-04 21:00:00,0.0,0.0,0.0,5.4
2024-01-04 22:00:00,0.0,0.0,0.0,5.6
2024-01-04 23:00:00,0.0,0.0,0.0,5.8
2024-01-05 00:00:00,0.0,0.0,0.0,6.2
2024-01-05 01:00:00,0.0,0.0,0.0,6.2
2024-01-05 02:00:00,0.0,0.0,0.0,6.3
2024-01-05 03:00:00,0.0,0.0,0.0,7.6
2024-01-05 04:00:00,0.0,0.0,0.0,7.5
2024-01-05 05:00:00,0.0,0.0,0.0,7.1
2024-01-05 06:00:00,0.0,0.0,0.0,6.9
2024-01-05 07:00:00,0.0,0.0,0.0,7.0
2024-01-05 08:00:00,0.0,0.0,0.0,7.1
2024-01-05 09:00:00,0.0,0.0,0.0,7.5
2024-01-05 10:00:00,1.0,0.0,1.0,7.6
2024-01-05 11:00:00,51.0,246.3,28.0,7.3
2024-01-05 12:00:00,83.0,148.1,55.0,7.6
2024-01-05 13:00:00,70.0,0.0,70.0,7.8
2024-01-05 14:00:00,85.0,7.2,83.0,8.1
2024-01-05 15:00:00,35.0,0.0,35.0,7.8
2024-01-05 16:00:00,18.0,4.8,17.0,7.7
2024-01-05 17:00:00,16.0,8.2,15.0,7.6
2024-01-05 18:00:00,1.0,0.0,1.0,7.4
2024-01-05 19:00:00,0.0,0.0,0.0,7.3
2024-01-05 20:00:00,0.0,0.0,0.0,7.2
2024-01-05 21:00:00,0.0,0.0,0.0,7.0
2024-01-05 22:00:00,0.0,0.0,0.0,6.7
2024-01-05 23:00:00,0.0,0.0,0.0,6.5
2024-01-06 00:00:00,0.0,0.0,0.0,5.7
2024-01-06 01:00:00,0.0,0.0,0.0,6.0
2024-01-06 02:00:00,0.0,0.0,0.0,6.3
2024-01-06 03:00:00,0.0,0.0,0.0,6.4
2024-01-06 04:00:00,0.0,0.0,0.0,6.5
2024-01-06 05:00:00,0.0,0.0,0.0,6.0
2024-01-06 06:00:00,0.0,0.0,0.0,5.2
2024-01-06 07:00:00,0.0,0.0,0.0,4.8
2024-01-06 08:00:00,0.0,0.0,0.0,4.9
2024-01-06 09:00:00,0.0,0.0,0.0,5.0
2024-01-06 10:00:00,1.0,0.0,1.0,5.0
2024-01-06 11:00:00,9.0,0.0,9.0,4.5
2024-01-06 12:00:00,25.0,5.3,24.0,4.0
2024-01-06 13:00:00,35.0,0.0,35.0,3.9
2024-01-06 14:00:00,40.0,0.0,40.0,3.7
2024-01-06 15:00:00,33.0,0.0,33.0,3.6
2024-01-06 16:00:00,28.0,0.0,28.0,3.2
2024-01-06 17:00:00,13.0,0.0,13.0,2.6
2024-01-06 18:00:00,2.0,0.0,2.0,2.1
2024-01-06 19:00:00,0.0,0.0,0.0,2.0
2024-01-06 20:00:00,0.0,0.0,0.0,2.0
2024-01-06 21:00:00,0.0,0.0,0.0,2.0
2024-01-06 22:00:00,0.0,0.0,0.0,1.9
2024-01-06 23:00:00,0.0,0.0,0.0,1.8
2024-01-07 00:00:00,0.0,0.0,0.0,1.8
2024-01-07 01:00:00,0.0,0.0,0.0,1.7
2024-01-07 02:00:00,0.0,0.0,0.0,1.6
2024-01-07 03:00:00,0.0,0.0,0.0,2.0
2024-01-07 04:00:00,0.0,0.0,0.0,2.0
2024-01-07 05:00:00,0.0,0.0,0.0,1.8
2024-01-07 06:00:00,0.0,0.0,0.0,1.4
2024-01-07 07:00:00,0.0,0.0,0.0,1.3
2024-01-07 08:00:00,0.0,0.0,0.0,1.2
2024-01-07 09:00:00,0.0,0.0,0.0,1.0
2024-01-07 10:00:00,1.0,0.0,1.0,0.8
2024-01-07 11:00:00,22.0,0.0,22.0,0.7
2024-01-07 12:00:00,57.0,5.2,56.0,0.7
2024-01-07 13:00:00,106.0,43.2,95.0,0.8
2024-01-07 14:00:00,145.0,139.1,106.0,0.8
2024-01-07 15:00:00,99.0,18.8,94.0,0.3
2024-01-07 16:00:00,107.0,79.3,90.0,-0.2
2024-01-07 17:00:00,63.0,86.3,52.0,-0.8
2024-01-07 18:00:00,7.0,0.0,7.0,-1.2
2024-01-07 19:00:00,0.0,0.0,0.0,-1.1
2024-01-07 20:00:00,0.0,0.0,0.0,-0.8
2024-01-07 21:00:00,0.0,0.0,0.0,-0.6
2024-01-07 22:00:00,0.0,0.0,0.0,-1.0
2024-01-07 23:00:00,0.0,0.0,0.0,-1.5
2024-01-08 00:00:00,0.0,0.0,0.0,-2.1
2024-01-08 01:00:00,0.0,0.0,0.0,-2.3
2024-01-08 02:00:00,0.0,0.0,0.0,-2.7
2024-01-08 03:00:00,0.0,0.0,0.0,-2.3
2024-01-08 04:00:00,0.0,0.0,0.0,-2.3
2024-01-08 05:00:00,0.0,0.0,0.0,-2.5
2024-01-08 06:00:00,0.0,0.0,0.0,-2.6
2024-01-08 07:00:00,0.0,0.0,0.0,-2.3
2024-01-08 08:00:00,0.0,0.0,0.0,-2.5
2024-01-08 09:00:00,0.0,0.0,0.0,-2.6
2024-01-08 10:00:00,2.0,0.0,2.0,-2.5
2024-01-08 11:00:00,38.0,103.7,28.0,-1.8
2024-01-08 12:00:00,59.0,15.5,56.0,-1.3
2024-01-08 13:00:00,135.0,183.2,88.0,-1.4
2024-01-08 14:00:00,253.0,640.9,72.0,-1.6
2024-01-08 15:00:00,250.0,736.3,52.0,-2.0
2024-01-08 16:00:00,191.0,659.0,48.0,-2.4
2024-01-08 17:00:00,98.0,491.6,34.0,-2.9
2024-01-08 18:00:00,14.0,133.8,7.0,-3.7
2024-01-08 19:00:00,0.0,0.0,0.0,-3.9
2024-01-08 20:00:00,0.0,0.0,0.0,-4.2
2024-01-08 21:00:00,0.0,0.0,0.0,-4.4
2024-01-08 22:00:00,0.0,0.0,0.0,-4.6
2024-01-08 23:00:00,0.0,0.0,0.0,-4.7
2024-01-09 00:00:00,0.0,0.0,0.0,-4.8
2024-01-09 01:00:00,0.0,0.0,0.0,-4.9
2024-01-09 02:00:00,0.0,0.0,0.0,-5.1
2024-01-09 03:00:00,0.0,0.0,0.0,-5.1
2024-01-09 04:00:00,0.0,0.0,0.0,-5.3
2024-01-09 05:00:00,0.0,0.0,0.0,-5.4
2024-01-09 06:00:00,0.0,0.0,0.0,-5.4
2024-01-09 07:00:00,0.0,0.0,0.0,-5.5
2024-01-09 08:00:00,0.0,0.0,0.0,-5.6
2024-01-09 09:00:00,0.0,0.0,0.0,-5.6
2024-01-09 10:00:00,3.0,19.1,2.0,-5.4
2024-01-09 11:00:00,73.0,480.9,26.0,-4.0
2024-01-09 12:00:00,173.0,667.6,43.0,-2.5
2024-01-09 13:00:00,246.0,758.3,50.0,-1.3
2024-01-09 14:00:00,279.0,794.0,53.0,-0.3
2024-01-09 15:00:00,263.0,777.5,52.0,-0.3
2024-01-09 16:00:00,202.0,710.1,46.0,-0.5
2024-01-09 17:00:00,108.0,563.7,33.0,-1.4
2024-01-09 18:00:00,16.0,169.7,7.0,-2.9
2024-01-09 19:00:00,0.0,0.0,0.0,-3.4
2024-01-09 20:00:00,0.0,0.0,0.0,-4.1
2024-01-09 21:00:00,0.0,0.0,0.0,-4.6
2024-01-09 22:00:00,0.0,0.0,0.0,-5.0
2024-01-09 23:00:00,0.0,0.0,0.0,-5.4
2024-01-10 00:00:00,0.0,0.0,0.0,-5.7
2024-01-10 01:00:00,0.0,0.0,0.0,-5.8
2024-01-10 02:00:00,0.0,0.0,0.0,-5.8
2024-01-10 03:00:00,0.0,0.0,0.0,-4.9
2024-01-10 04:00:00,0.0,0.0,0.0,-4.9
2024-01-10 05:00:00,0.0,0.0,0.0,-5.0
2024-01-10 06:00:00,0.0,0.0,0.0,-5.2
2024-01-10 07:00:00,0.0,0.0,0.0,-5.4
2024-01-10 08:00:00,0.0,0.0,0.0,-5.4
2024-01-10 09:00:00,0.0,0.0,0.0,-5.2
2024-01-10 10:00:00,3.0,19.1,2.0,-4.7
2024-01-10 11:00:00,69.0,433.7,26.0,-2.9
2024-01-10 12:00:00,164.0,610.9,44.0,-0.8
2024-01-10 13:00:00,234.0,698.6,52.0,1.0
2024-01-10 14:00:00,265.0,735.3,54.0,2.1
2024-01-10 15:00:00,247.0,700.8,55.0,1.5
2024-01-10 16:00:00,182.0,552.9,59.0,1.5
2024-01-10 17:00:00,82.0,213.3,53.0,1.3
2024-01-10 18:00:00,13.0,54.9,10.0,0.1
2024-01-10 19:00:00,0.0,0.0,0.0,-3.0
2024-01-10 20:00:00,0.0,0.0,0.0,-4.5
2024-01-10 21:00:00,0.0,0.0,0.0,-4.8
2024-01-10 22:00:00,0.0,0.0,0.0,-4.8
2024-01-10 23:00:00,0.0,0.0,0.0,-5.1
2024-01-11 00:00:00,0.0,0.0,0.0,-4.9
2024-01-11 01:00:00,0.0,0.0,0.0,-5.1
2024-01-11 02:00:00,0.0,0.0,0.0,-5.1
2024-01-11 03:00:00,0.0,0.0,0.0,-5.1
2024-01-11 04:00:00,0.0,0.0,0.0,-5.7
2024-01-11 05:00:00,0.0,0.0,0.0,-5.7
2024-01-11 06:00:00,0.0,0.0,0.0,-5.7
2024-01-11 07:00:00,0.0,0.0,0.0,-5.5
2024-01-11 08:00:00,0.0,0.0,0.0,-5.7
2024-01-11 09:00:00,0.0,0.0,0.0,-5.8
2024-01-11 10:00:00,4.0,19.1,3.0,-5.3
2024-01-11 11:00:00,73.0,466.9,26.0,-3.5
2024-01-11 12:00:00,168.0,625.4,44.0,-1.5
2024-01-11 13:00:00,238.0,712.0,51.0,-0.2
2024-01-11 14:00:00,260.0,670.4,66.0,0.5
2024-01-11 15:00:00,253.0,726.6,52.0,0.5
2024-01-11 16:00:00,194.0,647.9,48.0,0.6
2024-01-11 17:00:00,104.0,496.6,35.0,-0.7
2024-01-11 18:00:00,16.0,124.5,9.0,-2.4
2024-01-11 19:00:00,0.0,0.0,0.0,-2.3
2024-01-11 20:00:00,0.0,0.0,0.0,-1.9
2024-01-11 21:00:00,0.0,0.0,0.0,-1.6
2024-01-11 22:00:00,0.0,0.0,0.0,-1.2
2024-01-11 23:00:00,0.0,0.0,0.0,-1.3
2024-01-12 00:00:00,0.0,0.0,0.0,-1.3
2024-01-12 01:00:00,0.0,0.0,0.0,-1.4
2024-01-12 02:00:00,0.0,0.0,0.0,-1.3
2024-01-12 03:00:00,0.0,0.0,0.0,-0.8
2024-01-12 04:00:00,0.0,0.0,0.0,-0.7
2024-01-12 05:00:00,0.0,0.0,0.0,-0.8
2024-01-12 06:00:00,0.0,0.0,0.0,-0.7
2024-01-12 07:00:00,0.0,0.0,0.0,-0.9
2024-01-12 08:00:00,0.0,0.0,0.0,-0.6
2024-01-12 09:00:00,0.0,0.0,0.0,-0.5
2024-01-12 10:00:00,1.0,0.0,1.0,-0.5
2024-01-12 11:00:00,22.0,0.0,22.0,0.1
2024-01-12 12:00:00,50.0,5.0,49.0,0.8
2024-01-12 13:00:00,81.0,34.0,72.0,1.7
2024-01-12 14:00:00,93.0,37.7,82.0,2.1
2024-01-12 15:00:00,59.0,0.0,59.0,1.5
2024-01-12 16:00:00,46.0,21.9,41.0,1.6
2024-01-12 17:00:00,27.0,7.0,26.0,1.3
2024-01-12 18:00:00,6.0,0.0,6.0,0.7
2024-01-12 19:00:00,0.0,0.0,0.0,0.7
2024-01-12 20:00:00,0.0,0.0,0.0,0.6
2024-01-12 21:00:00,0.0,0.0,0.0,0.8
2024-01-12 22:00:00,0.0,0.0,0.0,0.9
2024-01-12 23:00:00,0.0,0.0,0.0,1.0
2024-01-13 00:00:00,0.0,0.0,0.0,0.9
2024-01-13 01:00:00,0.0,0.0,0.0,0.9
2024-01-13 02:00:00,0.0,0.0,0.0,0.9
2024-01-13 03:00:00,0.0,0.0,0.0,0.6
2024-01-13 04:00:00,0.0,0.0,0.0,0.3
2024-01-13 05:00:00,0.0,0.0,0.0,-0.2
2024-01-13 06:00:00,0.0,0.0,0.0,0.1
2024-01-13 07:00:00,0.0,0.0,0.0,0.7
2024-01-13 08:00:00,0.0,0.0,0.0,0.9
2024-01-13 09:00:00,0.0,0.0,0.0,1.0
2024-01-13 10:00:00,1.0,0.0,1.0,1.1
2024-01-13 11:00:00,17.0,0.0,17.0,1.4
2024-01-13 12:00:00,36.0,0.0,36.0,2.0
2024-01-13 13:00:00,52.0,3.7,51.0,2.5
2024-01-13 14:00:00,51.0,3.4,50.0,2.6
2024-01-13 15:00:00,47.0,3.5,46.0,1.9
2024-01-13 16:00:00,37.0,4.3,36.0,2.0
2024-01-13 17:00:00,18.0,0.0,18.0,1.7
2024-01-13 18:00:00,3.0,0.0,3.0,1.5
2024-01-13 19:00:00,0.0,0.0,0.0,1.3
2024-01-13 20:00:00,0.0,0.0,0.0,1.2
2024-01-13 21:00:00,0.0,0.0,0.0,1.2
2024-01-13 22:00:00,0.0,0.0,0.0,1.1
2024-01-13 23:00:00,0.0,0.0,0.0,1.0
2024-01-14 00:00:00,0.0,0.0,0.0,1.1
2024-01-14 01:00:00,0.0,0.0,0.0,1.1
2024-01-14 02:00:00,0.0,0.0,0.0,1.2
2024-01-14 03:00:00,0.0,0.0,0.0,0.5
2024-01-14 04:00:00,0.0,0.0,0.0,0.7
2024-01-14 05:00:00,0.0,0.0,0.0,0.6
2024-01-14 06:00:00,0.0,0.0,0.0,0.5
2024-01-14 07:00:00,0.0,0.0,0.0,0.4
2024-01-14 08:00:00,0.0,0.0,0.0,0.5
2024-01-14 09:00:00,0.0,0.0,0.0,0.5
2024-01-14 10:00:00,1.0,0.0,1.0,0.5
2024-01-14 11:00:00,17.0,0.0,17.0,0.8
2024-01-14 12:00:00,68.0,19.6,64.0,1.6
2024-01-14 13:00:00,67.0,7.4,65.0,1.3
2024-01-14 14:00:00,52.0,3.4,51.0,0.9
2024-01-14 15:00:00,43.0,3.5,42.0,-0.2
2024-01-14 16:00:00,25.0,0.0,25.0,-0.2
2024-01-14 17:00:00,27.0,6.7,26.0,-0.2
2024-01-14 18:00:00,5.0,0.0,5.0,-0.3
2024-01-14 19:00:00,0.0,0.0,0.0,-0.2
2024-01-14 20:00:00,0.0,0.0,0.0,-0.2
2024-01-14 21:00:00,0.0,0.0,0.0,-0.2
2024-01-14 22:00:00,0.0,0.0,0.0,0.1
2024-01-14 23:00:00,0.0,0.0,0.0,0.6
2024-01-15 00:00:00,0.0,0.0,0.0,1.0
2024-01-15 01:00:00,0.0,0.0,0.0,1.4
2024-01-15 02:00:00,0.0,0.0,0.0,1.5
2024-01-15 03:00:00,0.0,0.0,0.0,1.0
2024-01-15 04:00:00,0.0,0.0,0.0,0.9
2024-01-15 05:00:00,0.0,0.0,0.0,1.0
2024-01-15 06:00:00,0.0,0.0,0.0,0.4
2024-01-15 07:00:00,0.0,0.0,0.0,-0.2
2024-01-15 08:00:00,0.0,0.0,0.0,-0.6
2024-01-15 09:00:00,0.0,0.0,0.0,-0.7
2024-01-15 10:00:00,3.0,0.0,3.0,-0.4
2024-01-15 11:00:00,44.0,55.5,38.0,0.6
2024-01-15 12:00:00,71.0,14.5,68.0,1.8
2024-01-15 13:00:00,129.0,66.1,111.0,2.2
2024-01-15 14:00:00,153.0,80.0,129.0,2.5
2024-01-15 15:00:00,121.0,111.0,89.0,1.7
2024-01-15 16:00:00,77.0,4.2,76.0,1.5
2024-01-15 17:00:00,64.0,92.3,50.0,1.5
2024-01-15 18:00:00,16.0,31.7,14.0,1.1
2024-01-15 19:00:00,0.0,0.0,0.0,0.4
2024-01-15 20:00:00,0.0,0.0,0.0,0.4
2024-01-15 21:00:00,0.0,0.0,0.0,-0.2
2024-01-15 22:00:00,0.0,0.0,0.0,-0.4
2024-01-15 23:00:00,0.0,0.0,0.0,-0.6
2024-01-16 00:00:00,0.0,0.0,0.0,-0.7
2024-01-16 01:00:00,0.0,0.0,0.0,-1.0
2024-01-16 02:00:00,0.0,0.0,0.0,-1.3
2024-01-16 03:00:00,0.0,0.0,0.0,-1.2
2024-01-16 04:00:00,0.0,0.0,0.0,-1.1
2024-01-16 05:00:00,0.0,0.0,0.0,-1.1
2024-01-16 06:00:00,0.0,0.0,0.0,-1.1
2024-01-16 07:00:00,0.0,0.0,0.0,-0.9
2024-01-16 08:00:00,0.0,0.0,0.0,-1.0
2024-01-16 09:00:00,0.0,0.0,0.0,-1.5
2024-01-16 10:00:00,4.0,0.0,4.0,-1.9
2024-01-16 11:00:00,49.0,9.1,48.0,-1.4
2024-01-16 12:00:00,111.0,52.6,100.0,-0.1
2024-01-16 13:00:00,166.0,98.1,139.0,0.4
2024-01-16 14:00:00,217.0,214.4,152.0,0.9
2024-01-16 15:00:00,209.0,291.5,124.0,0.9
2024-01-16 16:00:00,174.0,319.3,97.0,0.8
2024-01-16 17:00:00,117.0,425.2,51.0,0.0
2024-01-16 18:00:00,26.0,215.6,12.0,-1.8
2024-01-16 19:00:00,0.0,0.0,0.0,-2.5
2024-01-16 20:00:00,0.0,0.0,0.0,-2.9
2024-01-16 21:00:00,0.0,0.0,0.0,-3.2
2024-01-16 22:00:00,0.0,0.0,0.0,-3.3
2024-01-16 23:00:00,0.0,0.0,0.0,-3.5
2024-01-17 00:00:00,0.0,0.0,0.0,-3.9
2024-01-17 01:00:00,0.0,0.0,0.0,-4.3
2024-01-17 02:00:00,0.0,0.0,0.0,-4.5
2024-01-17 03:00:00,0.0,0.0,0.0,-4.3
2024-01-17 04:00:00,0.0,0.0,0.0,-3.9
2024-01-17 05:00:00,0.0,0.0,0.0,-3.7
2024-01-17 06:00:00,0.0,0.0,0.0,-3.6
2024-01-17 07:00:00,0.0,0.0,0.0,-3.3
2024-01-17 08:00:00,0.0,0.0,0.0,-3.1
2024-01-17 09:00:00,0.0,0.0,0.0,-2.7
2024-01-17 10:00:00,3.0,0.0,3.0,-2.1
2024-01-17 11:00:00,25.0,0.0,25.0,-1.4
2024-01-17 12:00:00,45.0,0.0,45.0,-0.5
2024-01-17 13:00:00,49.0,0.0,49.0,-0.1
2024-01-17 14:00:00,44.0,0.0,44.0,0.2
2024-01-17 15:00:00,29.0,0.0,29.0,-1.1
2024-01-17 16:00:00,34.0,0.0,34.0,-0.8
2024-01-17 17:00:00,13.0,0.0,13.0,-1.1
2024-01-17 18:00:00,4.0,0.0,4.0,-1.2
2024-01-17 19:00:00,0.0,0.0,0.0,-1.3
2024-01-17 20:00:00,0.0,0.0,0.0,-1.7
2024-01-17 21:00:00,0.0,0.0,0.0,-1.8
2024-01-17 22:00:00,0.0,0.0,0.0,-1.9
2024-01-17 23:00:00,0.0,0.0,0.0,-2.0
2024-01-18 00:00:00,0.0,0.0,0.0,-2.2
2024-01-18 01:00:00,0.0,0.0,0.0,-2.6
2024-01-18 02:00:00,0.0,0.0,0.0,-2.7
2024-01-18 03:00:00,0.0,0.0,0.0,-1.8
2024-01-18 04:00:00,0.0,0.0,0.0,-2.0
2024-01-18 05:00:00,0.0,0.0,0.0,-2.3
2024-01-18 06:00:00,0.0,0.0,0.0,-2.9
2024-01-18 07:00:00,0.0,0.0,0.0,-3.0
2024-01-18 08:00:00,0.0,0.0,0.0,-3.1
2024-01-18 09:00:00,0.0,0.0,0.0,-3.9
2024-01-18 10:00:00,6.0,19.1,5.0,-6.0
2024-01-18 11:00:00,92.0,452.4,40.0,-5.8
2024-01-18 12:00:00,205.0,675.5,60.0,-4.4
2024-01-18 13:00:00,283.0,747.2,73.0,-2.6
2024-01-18 14:00:00,317.0,775.1,77.0,-0.9
2024-01-18 15:00:00,293.0,710.3,81.0,0.4
2024-01-18 16:00:00,237.0,692.8,65.0,0.7
2024-01-18 17:00:00,137.0,535.4,50.0,-0.2
2024-01-18 18:00:00,32.0,232.4,16.0,-1.9
2024-01-18 19:00:00,0.0,0.0,0.0,-2.1
2024-01-18 20:00:00,0.0,0.0,0.0,-2.9
2024-01-18 21:00:00,0.0,0.0,0.0,-5.0
2024-01-18 22:00:00,0.0,0.0,0.0,-6.3
2024-01-18 23:00:00,0.0,0.0,0.0,-5.1
2024-01-19 00:00:00,0.0,0.0,0.0,-5.5
2024-01-19 01:00:00,0.0,0.0,0.0,-7.2
2024-01-19 02:00:00,0.0,0.0,0.0,-7.1
2024-01-19 03:00:00,0.0,0.0,0.0,-8.0
2024-01-19 04:00:00,0.0,0.0,0.0,-6.5
2024-01-19 05:00:00,0.0,0.0,0.0,-4.9
2024-01-19 06:00:00,0.0,0.0,0.0,-4.0
2024-01-19 07:00:00,0.0,0.0,0.0,-3.6
2024-01-19 08:00:00,0.0,0.0,0.0,-3.6
2024-01-19 09:00:00,0.0,0.0,0.0,-4.0
2024-01-19 10:00:00,6.0,38.2,4.0,-4.6
2024-01-19 11:00:00,78.0,306.3,42.0,-4.0
2024-01-19 12:00:00,179.0,464.3,78.0,-2.6
2024-01-19 13:00:00,270.0,661.5,82.0,-1.4
2024-01-19 14:00:00,310.0,744.3,77.0,-0.6
2024-01-19 15:00:00,262.0,533.0,101.0,-0.2
2024-01-19 16:00:00,206.0,448.4,93.0,-0.2
2024-01-19 17:00:00,117.0,366.9,56.0,-1.1
2024-01-19 18:00:00,30.0,183.5,17.0,-2.0
2024-01-19 19:00:00,0.0,0.0,0.0,-2.6
2024-01-19 20:00:00,0.0,0.0,0.0,-2.4
2024-01-19 21:00:00,0.0,0.0,0.0,-1.8
2024-01-19 22:00:00,0.0,0.0,0.0,-1.6
2024-01-19 23:00:00,0.0,0.0,0.0,-2.6
2024-01-20 00:00:00,0.0,0.0,0.0,-3.9
2024-01-20 01:00:00,0.0,0.0,0.0,-5.3
2024-01-20 02:00:00,0.0,0.0,0.0,-5.8
2024-01-20 03:00:00,0.0,0.0,0.0,-4.9
2024-01-20 04:00:00,0.0,0.0,0.0,-5.3
2024-01-20 05:00:00,0.0,0.0,0.0,-5.7
2024-01-20 06:00:00,0.0,0.0,0.0,-6.0
2024-01-20 07:00:00,0.0,0.0,0.0,-6.5
2024-01-20 08:00:00,0.0,0.0,0.0,-6.9
2024-01-20 09:00:00,0.0,0.0,0.0,-7.1
2024-01-20 10:00:00,8.0,57.3,5.0,-7.2
2024-01-20 11:00:00,94.0,474.2,37.0,-6.1
2024-01-20 12:00:00,202.0,653.1,58.0,-4.9
2024-01-20 13:00:00,279.0,709.7,75.0,-4.0
2024-01-20 14:00:00,317.0,758.2,77.0,-3.1
2024-01-20 15:00:00,304.0,752.3,74.0,-2.0
2024-01-20 16:00:00,246.0,711.5,64.0,-1.8
